num,f1,acc,pre,recall,auc
1,0.7613478004673528,0.839622641509434,0.791549849804561,0.7598470230420271,0.9478115908333604
2,0.8150851280775908,0.8553459119496856,0.8801767050739395,0.790650453702097,0.9597241460950706
3,0.8123971101162994,0.8522012578616353,0.8073557960247509,0.8218018220901564,0.9673049745925929
