experiment,epoch,lr,loss,acc,val_loss,val_acc
1.0,1.0,0.0001,1.7910434857272266,0.43462314322391343,1.18814222017924,0.5925422705314011
1.0,2.0,0.0001,1.1201659682811351,0.6299284797359251,1.0051797131697338,0.6899154589371981
1.0,3.0,0.0001,0.8487468955940322,0.715202640748212,0.7318781514962515,0.7493961352657004
1.0,4.0,0.0001,0.6056844590133742,0.8078122134604805,0.6181332692503929,0.8328804347826085
1.0,5.0,0.0001,0.53153360621971,0.8274344397579314,0.5422999747097492,0.8470712560386473
1.0,6.0,0.0001,0.4711014127783608,0.8474234366403814,0.5764054656028748,0.8260869565217392
1.0,7.0,0.0001,0.43427560772550733,0.8593434806528516,0.569569015254577,0.8362016908212558
1.0,8.0,0.0001,0.41925987199340997,0.8642948835503392,0.6523429217437903,0.8121980676328503
1.0,9.0,0.0001,0.3581982240767071,0.8806161745827985,0.5488468408584595,0.8398248792270531
1.0,10.0,0.0001,0.3239080259543762,0.894370071520264,0.6049898266792297,0.822463768115942
1.0,11.0,0.0001,0.3135983881851037,0.8947368421052632,0.59494266162316,0.8434480676328503
1.0,12.0,0.0001,0.28599340932672485,0.9057399596552357,0.6727805286645889,0.8330314009661836
1.0,13.0,0.0001,0.2490584962396768,0.9117916743077206,0.701927142838637,0.822312801932367
1.0,14.0,0.0001,0.22780703992599197,0.9215110948101962,0.6213910207152367,0.8259359903381643
1.0,15.0,0.0001,0.20021623771703034,0.9321474417751696,0.6683449459572633,0.8330314009661834
1.0,16.0,0.0001,0.17295573575814305,0.9442508710801394,0.7427622502048811,0.8087258454106281
1.0,17.0,0.0001,0.16577135852799474,0.9405831652301485,0.654751884440581,0.8260869565217391
1.0,18.0,0.0001,0.1346813754154075,0.9563543003851092,0.7222590173284212,0.8294082125603865
1.0,19.0,0.0001,0.1319163975861381,0.9541536768751147,0.7884387671947479,0.8260869565217392
1.0,20.0,0.0001,0.09314049505261018,0.9695580414450761,0.7835866312185923,0.7946859903381642
1.0,21.0,0.0001,0.07859289856921685,0.9765266825600587,0.8812189797560374,0.8118961352657004
1.0,22.0,0.0001,0.07355139110024952,0.9778103796075555,0.8102931169172128,0.822463768115942
1.0,23.0,0.0001,0.0849210785052396,0.9715752796625711,0.7963588510950407,0.7946859903381642
1.0,24.0,0.0001,0.06386355912974595,0.9811113148725472,0.8617276574174563,0.8121980676328503
1.0,25.0,0.0001,0.06941590207351143,0.9772602237300568,0.8976019149025282,0.8328804347826088
1.0,26.0,0.0001,0.07796483733405343,0.9750596002200623,0.7580390820900599,0.8362016908212561
1.0,27.0,0.0001,0.05172753759063454,0.9855125618925362,0.7786363363265991,0.8292572463768115
1.0,28.0,0.0001,0.05592996636129867,0.984412250137539,0.8797941754261652,0.8398248792270532
1.0,29.0,0.0001,0.05280042539469146,0.9829451677975426,0.8997958153486252,0.822463768115942
1.0,30.0,0.0001,0.046988454066817405,0.9862461030625344,0.9204192012548447,0.8330314009661836
1.0,31.0,0.0001,0.06327858041581828,0.9807445442875481,0.7820534457763036,0.8467693236714976
1.0,32.0,0.0001,0.02751474352522851,0.9944984412250137,0.8808745841185252,0.8257850241545893
