num,f1,acc,pre,recall,auc
1,0.7759789359152883,0.8414442700156985,0.8041372362938812,0.7806246200824937,0.9693266698756856
2,0.8157126170014902,0.8461538461538461,0.8168442373967263,0.8177663476958,0.9716688404914525
3,0.7964548491571813,0.8367346938775511,0.806233713104989,0.7927443991474336,0.9705482037034656
