num,f1,acc,pre,recall,auc
1,0.7905374382712718,0.8459119496855346,0.814537749625469,0.7803885811943829,0.9583476941406937
2,0.8337052107176245,0.8584905660377359,0.8792307692307691,0.8153392616772899,0.9573336806954273
3,0.7957168450540996,0.8553459119496856,0.8461744556462224,0.7701810908090526,0.963647063989426
