experiment,epoch,lr,loss,acc,val_loss,val_acc
1.0,1.0,0.0001,2.28063885553887,0.29726755914175684,3.8593103885650635,0.3415674603174603
1.0,2.0,0.0001,1.370574522175287,0.5479552539886301,1.893908053636551,0.6307539682539682
1.0,3.0,0.0001,1.036748737881058,0.6653218411883367,1.9501158148050308,0.6654761904761904
1.0,4.0,0.0001,0.802593563732348,0.7628828167980928,0.9405900985002518,0.8189484126984126
1.0,5.0,0.0001,0.6945429727631179,0.7891069136255272,0.9237981736660004,0.815079365079365
1.0,6.0,0.0001,0.5922344371088242,0.8202824133504493,1.0463289767503738,0.8082341269841269
1.0,7.0,0.0001,0.5677933551763233,0.8268842838804328,1.0566183850169182,0.7773809523809525
1.0,8.0,0.0001,0.5542985161668376,0.8327526132404182,0.7439062707126141,0.829265873015873
1.0,9.0,0.0001,0.49887022385863883,0.8461397395928847,0.9096565693616867,0.8154761904761904
1.0,10.0,0.0001,0.43206895829031344,0.87199706583532,0.7741849049925804,0.8536706349206348
1.0,11.0,0.0001,0.40674165584833216,0.8758481569778104,0.904119037091732,0.8222222222222221
1.0,12.0,0.0001,0.3462441285679999,0.8903355950852742,0.8917695470154285,0.8327380952380953
1.0,13.0,0.0001,0.32716846646201847,0.898771318540253,0.8672913759946823,0.829265873015873
1.0,14.0,0.0001,0.29019510910209073,0.9121584448927196,1.0934982895851135,0.7875992063492062
1.0,15.0,0.0001,0.2689587675084017,0.9143590684027141,0.7270221672952175,0.8362103174603174
1.0,16.0,0.0001,0.23556721861180113,0.9246286447826885,1.0821198001503944,0.8047619047619048
1.0,17.0,0.0001,0.19565156978358955,0.93599853291766,1.0864611379802227,0.8011904761904761
1.0,18.0,0.0001,0.2097700498140368,0.9332477535301669,1.0503447279334068,0.8046626984126984
1.0,19.0,0.0001,0.14330657582276649,0.9523198239501192,1.0609390325844288,0.8223214285714285
1.0,20.0,0.0001,0.17818371827199467,0.9402163946451495,1.1637308523058891,0.7944444444444444
1.0,21.0,0.0001,0.15053272406313276,0.9499358151476252,1.1811744198203087,0.7805555555555554
1.0,22.0,0.0001,0.1353995919543147,0.9558041445076105,1.0776837319135666,0.7908730158730158
1.0,23.0,0.0001,0.12486664160295684,0.9609389326975977,1.2087549194693565,0.7874007936507936
1.0,24.0,0.0001,0.11996368801153853,0.9611223179900972,1.2271948978304863,0.7944444444444444
1.0,25.0,0.0001,0.09454006141229336,0.9677241885200807,1.1701495051383972,0.8154761904761905
1.0,26.0,0.0001,0.08498473604145386,0.9724922061250688,1.5457688048481941,0.7770833333333333
1.0,27.0,0.0001,0.09759772874186685,0.9677241885200807,1.3486028611660004,0.8119047619047618
