num,f1,acc,pre,recall,auc
1,0.7911411679226616,0.8432055749128919,0.814884133355125,0.7828749769670167,0.9594153372708374
2,0.8407014193596672,0.8745644599303136,0.8836751792669667,0.8300598603096291,0.9780044322874633
3,0.8092476871892902,0.8257839721254355,0.8389712270753183,0.7969686705096132,0.9585602060996534
