num,f1,acc,pre,recall,auc
1,0.806784757766152,0.8398744113029827,0.8130272600260983,0.8053395902084979,0.9712415007626368
2,0.7895741018219516,0.8335949764521193,0.8009178935535525,0.7878660294173334,0.9690544905426983
3,0.7913239700504293,0.8445839874411303,0.784684781005703,0.8112531293040992,0.9728090267980366
