num,f1,acc,pre,recall,auc
1,0.7730534143768403,0.8383045525902669,0.8309701749887819,0.7580072929596176,0.9631803018068121
2,0.7549511162488479,0.7974882260596546,0.7683636525196389,0.7573497789936912,0.9498893297811244
3,0.7848470867893472,0.8288854003139717,0.7808599818499276,0.7947215771074305,0.9592328145714537
