num,f1,acc,pre,recall,auc
1,0.7230273337211339,0.7912087912087912,0.7373728233926248,0.7217260261704301,0.9468738863726632
2,0.7317285914716032,0.7817896389324961,0.7275156060234792,0.7479792633106586,0.9402894498364918
3,0.6595275333934661,0.7205651491365777,0.6699973973851577,0.6754707055362829,0.933137540878205
